path,class4,group_key,source,domain,skin,ink,dark
healthy/healthy_pad_PAT_1074_322_864_tr.jpg,0,pad_PAT_1074,pad_crop,smartphone,1.0,0.0,0.0058
healthy/healthy_pad_PAT_1075_324_177_br.jpg,0,pad_PAT_1075,pad_crop,smartphone,0.852,0.0,0.0067
healthy/healthy_pad_PAT_108_161_423_tr.jpg,0,pad_PAT_108,pad_crop,smartphone,0.999,0.0,0.0056
healthy/healthy_pad_PAT_108_162_526_tr.jpg,0,pad_PAT_108,pad_crop,smartphone,1.0,0.0,0.0075
healthy/healthy_pad_PAT_108_424_944_tl.jpg,0,pad_PAT_108,pad_crop,smartphone,0.895,0.0,0.0001
healthy/healthy_pad_PAT_1090_376_384_tl.jpg,0,pad_PAT_1090,pad_crop,smartphone,0.998,0.0,0.0056
healthy/healthy_pad_PAT_1094_381_446_br.jpg,0,pad_PAT_1094,pad_crop,smartphone,1.0,0.0,0.0062
healthy/healthy_pad_PAT_1094_381_85_tr.jpg,0,pad_PAT_1094,pad_crop,smartphone,1.0,0.0,0.0029
healthy/healthy_pad_PAT_1100_402_375_tr.jpg,0,pad_PAT_1100,pad_crop,smartphone,0.917,0.0,0.0128
healthy/healthy_pad_PAT_1102_408_613_br.jpg,0,pad_PAT_1102,pad_crop,smartphone,0.999,0.0,0.0038
healthy/healthy_pad_PAT_1105_420_520_br.jpg,0,pad_PAT_1105,pad_crop,smartphone,1.0,0.0,0.0105
healthy/healthy_pad_PAT_1109_436_141_tr.jpg,0,pad_PAT_1109,pad_crop,smartphone,1.0,0.0,0.0065
healthy/healthy_pad_PAT_1109_437_254_bl.jpg,0,pad_PAT_1109,pad_crop,smartphone,1.0,0.0,0.0018
healthy/healthy_pad_PAT_110_165_583_br.jpg,0,pad_PAT_110,pad_crop,smartphone,0.907,0.0,0.0033
healthy/healthy_pad_PAT_110_397_52_tr.jpg,0,pad_PAT_110,pad_crop,smartphone,1.0,0.0,0.0139
healthy/healthy_pad_PAT_1112_455_845_tl.jpg,0,pad_PAT_1112,pad_crop,smartphone,1.0,0.0,0.0109
healthy/healthy_pad_PAT_1113_458_387_tr.jpg,0,pad_PAT_1113,pad_crop,smartphone,0.994,0.0,0.0043
healthy/healthy_pad_PAT_1119_472_513_tr.jpg,0,pad_PAT_1119,pad_crop,smartphone,1.0,0.0,0.006
healthy/healthy_pad_PAT_1122_479_664_tl.jpg,0,pad_PAT_1122,pad_crop,smartphone,0.927,0.0,0.0081
healthy/healthy_pad_PAT_1127_496_945_tr.jpg,0,pad_PAT_1127,pad_crop,smartphone,1.0,0.0,0.0021
healthy/healthy_pad_PAT_1128_497_29_tr.jpg,0,pad_PAT_1128,pad_crop,smartphone,1.0,0.0,0.0008
healthy/healthy_pad_PAT_1128_497_322_tr.jpg,0,pad_PAT_1128,pad_crop,smartphone,1.0,0.0,0.0062
healthy/healthy_pad_PAT_1129_498_930_br.jpg,0,pad_PAT_1129,pad_crop,smartphone,0.999,0.0,0.001
healthy/healthy_pad_PAT_112_171_863_tr.jpg,0,pad_PAT_112,pad_crop,smartphone,1.0,0.0,0.0066
healthy/healthy_pad_PAT_1130_501_181_tr.jpg,0,pad_PAT_1130,pad_crop,smartphone,1.0,0.0,0.0035
healthy/healthy_pad_PAT_1136_517_92_tl.jpg,0,pad_PAT_1136,pad_crop,smartphone,1.0,0.0,0.0062
healthy/healthy_pad_PAT_1138_520_154_tr.jpg,0,pad_PAT_1138,pad_crop,smartphone,1.0,0.0,0.0027
healthy/healthy_pad_PAT_1139_523_682_tr.jpg,0,pad_PAT_1139,pad_crop,smartphone,1.0,0.0,0.0022
healthy/healthy_pad_PAT_1145_534_524_tr.jpg,0,pad_PAT_1145,pad_crop,smartphone,1.0,0.0,0.0042
healthy/healthy_pad_PAT_1145_534_529_tr.jpg,0,pad_PAT_1145,pad_crop,smartphone,1.0,0.0,0.0044
healthy/healthy_pad_PAT_1148_542_708_tr.jpg,0,pad_PAT_1148,pad_crop,smartphone,1.0,0.0,0.0072
healthy/healthy_pad_PAT_1153_555_98_br.jpg,0,pad_PAT_1153,pad_crop,smartphone,0.83,0.0,0.0087
healthy/healthy_pad_PAT_1158_570_376_br.jpg,0,pad_PAT_1158,pad_crop,smartphone,1.0,0.0,0.0042
healthy/healthy_pad_PAT_115_176_455_br.jpg,0,pad_PAT_115,pad_crop,smartphone,0.985,0.0,0.008
healthy/healthy_pad_PAT_1170_609_378_tr.jpg,0,pad_PAT_1170,pad_crop,smartphone,1.0,0.0,0.0004
healthy/healthy_pad_PAT_1172_622_420_br.jpg,0,pad_PAT_1172,pad_crop,smartphone,1.0,0.0,0.0141
healthy/healthy_pad_PAT_1179_641_735_tl.jpg,0,pad_PAT_1179,pad_crop,smartphone,1.0,0.0,0.0069
healthy/healthy_pad_PAT_1180_650_843_tl.jpg,0,pad_PAT_1180,pad_crop,smartphone,1.0,0.0,0.0048
healthy/healthy_pad_PAT_1180_651_559_bl.jpg,0,pad_PAT_1180,pad_crop,smartphone,1.0,0.0,0.0001
healthy/healthy_pad_PAT_1181_659_231_tl.jpg,0,pad_PAT_1181,pad_crop,smartphone,0.985,0.0017,0.0079
healthy/healthy_pad_PAT_1184_678_86_br.jpg,0,pad_PAT_1184,pad_crop,smartphone,0.999,0.0,0.009
healthy/healthy_pad_PAT_118_180_386_tr.jpg,0,pad_PAT_118,pad_crop,smartphone,1.0,0.0,0.0093
healthy/healthy_pad_PAT_118_180_500_tr.jpg,0,pad_PAT_118,pad_crop,smartphone,1.0,0.0,0.0068
healthy/healthy_pad_PAT_1198_715_648_tr.jpg,0,pad_PAT_1198,pad_crop,smartphone,1.0,0.0,0.0075
healthy/healthy_pad_PAT_1202_722_827_tl.jpg,0,pad_PAT_1202,pad_crop,smartphone,1.0,0.0,0.0006
healthy/healthy_pad_PAT_1203_724_762_tl.jpg,0,pad_PAT_1203,pad_crop,smartphone,1.0,0.0,0.0044
healthy/healthy_pad_PAT_1208_736_599_tl.jpg,0,pad_PAT_1208,pad_crop,smartphone,1.0,0.0,0.0001
healthy/healthy_pad_PAT_1209_737_590_tr.jpg,0,pad_PAT_1209,pad_crop,smartphone,1.0,0.0,0.007
healthy/healthy_pad_PAT_120_183_623_tl.jpg,0,pad_PAT_120,pad_crop,smartphone,1.0,0.0,0.0088
healthy/healthy_pad_PAT_1215_752_707_tl.jpg,0,pad_PAT_1215,pad_crop,smartphone,1.0,0.0,0.0114
healthy/healthy_pad_PAT_1216_759_365_br.jpg,0,pad_PAT_1216,pad_crop,smartphone,1.0,0.0,0.0117
healthy/healthy_pad_PAT_1216_759_542_tr.jpg,0,pad_PAT_1216,pad_crop,smartphone,1.0,0.0,0.0002
healthy/healthy_pad_PAT_1216_760_593_tr.jpg,0,pad_PAT_1216,pad_crop,smartphone,1.0,0.0,0.0097
healthy/healthy_pad_PAT_1217_762_198_tr.jpg,0,pad_PAT_1217,pad_crop,smartphone,1.0,0.0,0.0023
healthy/healthy_pad_PAT_1219_764_111_tr.jpg,0,pad_PAT_1219,pad_crop,smartphone,1.0,0.0,0.007
healthy/healthy_pad_PAT_1220_765_464_tr.jpg,0,pad_PAT_1220,pad_crop,smartphone,1.0,0.0,0.004
healthy/healthy_pad_PAT_1221_766_430_tr.jpg,0,pad_PAT_1221,pad_crop,smartphone,1.0,0.0,0.0063
healthy/healthy_pad_PAT_1222_767_519_tr.jpg,0,pad_PAT_1222,pad_crop,smartphone,1.0,0.0,0.0053
healthy/healthy_pad_PAT_1223_770_120_tr.jpg,0,pad_PAT_1223,pad_crop,smartphone,1.0,0.0,0.0001
healthy/healthy_pad_PAT_1241_824_82_tr.jpg,0,pad_PAT_1241,pad_crop,smartphone,1.0,0.0,0.0101
healthy/healthy_pad_PAT_1242_826_903_tr.jpg,0,pad_PAT_1242,pad_crop,smartphone,1.0,0.0,0.0061
healthy/healthy_pad_PAT_1243_836_47_tl.jpg,0,pad_PAT_1243,pad_crop,smartphone,1.0,0.0,0.0145
healthy/healthy_pad_PAT_1244_840_975_tr.jpg,0,pad_PAT_1244,pad_crop,smartphone,1.0,0.0,0.0045
healthy/healthy_pad_PAT_1249_861_810_tl.jpg,0,pad_PAT_1249,pad_crop,smartphone,1.0,0.0,0.0072
healthy/healthy_pad_PAT_1249_862_658_tr.jpg,0,pad_PAT_1249,pad_crop,smartphone,1.0,0.0,0.0147
healthy/healthy_pad_PAT_1255_876_939_tr.jpg,0,pad_PAT_1255,pad_crop,smartphone,1.0,0.0,0.0062
healthy/healthy_pad_PAT_1259_892_793_br.jpg,0,pad_PAT_1259,pad_crop,smartphone,0.962,0.0,0.0037
healthy/healthy_pad_PAT_1261_896_349_tr.jpg,0,pad_PAT_1261,pad_crop,smartphone,1.0,0.0,0.0116
healthy/healthy_pad_PAT_1265_908_754_tr.jpg,0,pad_PAT_1265,pad_crop,smartphone,1.0,0.0,0.0147
healthy/healthy_pad_PAT_1269_936_965_br.jpg,0,pad_PAT_1269,pad_crop,smartphone,0.863,0.0,0.0048
healthy/healthy_pad_PAT_126_191_304_tl.jpg,0,pad_PAT_126,pad_crop,smartphone,0.993,0.0,0.0053
healthy/healthy_pad_PAT_126_192_208_br.jpg,0,pad_PAT_126,pad_crop,smartphone,0.997,0.0006,0.0076
healthy/healthy_pad_PAT_1273_953_510_tr.jpg,0,pad_PAT_1273,pad_crop,smartphone,1.0,0.0,0.0018
healthy/healthy_pad_PAT_1274_954_677_br.jpg,0,pad_PAT_1274,pad_crop,smartphone,1.0,0.0,0.0099
healthy/healthy_pad_PAT_1275_955_131_tr.jpg,0,pad_PAT_1275,pad_crop,smartphone,1.0,0.0,0.0077
healthy/healthy_pad_PAT_1276_957_406_tr.jpg,0,pad_PAT_1276,pad_crop,smartphone,1.0,0.0,0.0067
healthy/healthy_pad_PAT_1278_966_295_tl.jpg,0,pad_PAT_1278,pad_crop,smartphone,1.0,0.0,0.0119
healthy/healthy_pad_PAT_1278_967_599_tr.jpg,0,pad_PAT_1278,pad_crop,smartphone,1.0,0.0,0.0081
healthy/healthy_pad_PAT_1280_972_605_tr.jpg,0,pad_PAT_1280,pad_crop,smartphone,1.0,0.0,0.0076
healthy/healthy_pad_PAT_1280_972_727_tr.jpg,0,pad_PAT_1280,pad_crop,smartphone,1.0,0.0,0.0105
healthy/healthy_pad_PAT_1282_978_328_tr.jpg,0,pad_PAT_1282,pad_crop,smartphone,1.0,0.0,0.0119
healthy/healthy_pad_PAT_1286_1000_276_bl.jpg,0,pad_PAT_1286,pad_crop,smartphone,1.0,0.0,0.0052
healthy/healthy_pad_PAT_1286_1000_517_bl.jpg,0,pad_PAT_1286,pad_crop,smartphone,1.0,0.0,0.0117
healthy/healthy_pad_PAT_1286_999_824_tr.jpg,0,pad_PAT_1286,pad_crop,smartphone,1.0,0.0,0.014
healthy/healthy_pad_PAT_1297_1048_353_tr.jpg,0,pad_PAT_1297,pad_crop,smartphone,1.0,0.0,0.0057
healthy/healthy_pad_PAT_1298_1050_519_tr.jpg,0,pad_PAT_1298,pad_crop,smartphone,1.0,0.0,0.0078
healthy/healthy_pad_PAT_1298_1051_831_tr.jpg,0,pad_PAT_1298,pad_crop,smartphone,1.0,0.0,0.0131
healthy/healthy_pad_PAT_1300_1056_532_tl.jpg,0,pad_PAT_1300,pad_crop,smartphone,1.0,0.0,0.0072
healthy/healthy_pad_PAT_1304_3507_308_tr.jpg,0,pad_PAT_1304,pad_crop,smartphone,1.0,0.0,0.004
healthy/healthy_pad_PAT_1305_4097_251_bl.jpg,0,pad_PAT_1305,pad_crop,smartphone,1.0,0.0,0.0123
healthy/healthy_pad_PAT_1310_1097_774_tr.jpg,0,pad_PAT_1310,pad_crop,smartphone,0.985,0.0,0.0002
healthy/healthy_pad_PAT_1313_1105_284_tr.jpg,0,pad_PAT_1313,pad_crop,smartphone,1.0,0.0,0.0049
healthy/healthy_pad_PAT_1315_1110_317_tr.jpg,0,pad_PAT_1315,pad_crop,smartphone,1.0,0.0,0.0029
healthy/healthy_pad_PAT_1320_1135_471_tl.jpg,0,pad_PAT_1320,pad_crop,smartphone,1.0,0.0,0.0127
healthy/healthy_pad_PAT_1322_1137_201_tr.jpg,0,pad_PAT_1322,pad_crop,smartphone,1.0,0.0,0.0134
healthy/healthy_pad_PAT_1329_1168_620_tr.jpg,0,pad_PAT_1329,pad_crop,smartphone,1.0,0.0,0.0075
healthy/healthy_pad_PAT_1333_1177_434_br.jpg,0,pad_PAT_1333,pad_crop,smartphone,0.95,0.0,0.0085
healthy/healthy_pad_PAT_1340_1207_304_tl.jpg,0,pad_PAT_1340,pad_crop,smartphone,0.967,0.0014,0.0027
healthy/healthy_pad_PAT_1340_1208_931_tl.jpg,0,pad_PAT_1340,pad_crop,smartphone,0.998,0.0,0.0061
healthy/healthy_pad_PAT_1341_1212_539_tr.jpg,0,pad_PAT_1341,pad_crop,smartphone,1.0,0.0,0.0072
healthy/healthy_pad_PAT_1343_1217_404_tr.jpg,0,pad_PAT_1343,pad_crop,smartphone,1.0,0.0,0.0054
healthy/healthy_pad_PAT_1344_1222_456_tr.jpg,0,pad_PAT_1344,pad_crop,smartphone,1.0,0.0,0.0003
healthy/healthy_pad_PAT_134_201_587_tr.jpg,0,pad_PAT_134,pad_crop,smartphone,0.985,0.0,0.0036
healthy/healthy_pad_PAT_135_202_105_br.jpg,0,pad_PAT_135,pad_crop,smartphone,1.0,0.0,0.0113
healthy/healthy_pad_PAT_135_202_695_bl.jpg,0,pad_PAT_135,pad_crop,smartphone,0.99,0.0,0.009
healthy/healthy_pad_PAT_1367_1264_801_bl.jpg,0,pad_PAT_1367,pad_crop,smartphone,0.99,0.0,0.0129
healthy/healthy_pad_PAT_1369_1269_370_tr.jpg,0,pad_PAT_1369,pad_crop,smartphone,1.0,0.0,0.006
healthy/healthy_pad_PAT_1369_1270_496_tl.jpg,0,pad_PAT_1369,pad_crop,smartphone,1.0,0.0,0.0124
healthy/healthy_pad_PAT_1371_1276_145_bl.jpg,0,pad_PAT_1371,pad_crop,smartphone,0.892,0.0,0.0014
healthy/healthy_pad_PAT_1374_1284_208_tr.jpg,0,pad_PAT_1374,pad_crop,smartphone,1.0,0.0,0.0065
healthy/healthy_pad_PAT_1374_1285_735_tr.jpg,0,pad_PAT_1374,pad_crop,smartphone,1.0,0.0,0.0035
healthy/healthy_pad_PAT_1374_1286_494_tr.jpg,0,pad_PAT_1374,pad_crop,smartphone,1.0,0.0,0.0145
healthy/healthy_pad_PAT_1381_1314_517_tl.jpg,0,pad_PAT_1381,pad_crop,smartphone,1.0,0.0,0.0148
healthy/healthy_pad_PAT_138_206_507_bl.jpg,0,pad_PAT_138,pad_crop,smartphone,0.997,0.0028,0.0145
healthy/healthy_pad_PAT_1390_1346_709_bl.jpg,0,pad_PAT_1390,pad_crop,smartphone,1.0,0.0,0.0068
healthy/healthy_pad_PAT_1392_1352_828_tr.jpg,0,pad_PAT_1392,pad_crop,smartphone,1.0,0.0,0.008
healthy/healthy_pad_PAT_1392_1353_161_tr.jpg,0,pad_PAT_1392,pad_crop,smartphone,1.0,0.0,0.0095
healthy/healthy_pad_PAT_1393_1354_535_tr.jpg,0,pad_PAT_1393,pad_crop,smartphone,1.0,0.0,0.0002
healthy/healthy_pad_PAT_1393_1355_316_br.jpg,0,pad_PAT_1393,pad_crop,smartphone,0.981,0.0024,0.0089
healthy/healthy_pad_PAT_1399_1367_121_tr.jpg,0,pad_PAT_1399,pad_crop,smartphone,1.0,0.0,0.0123
healthy/healthy_pad_PAT_139_207_342_tr.jpg,0,pad_PAT_139,pad_crop,smartphone,0.995,0.0,0.0031
healthy/healthy_pad_PAT_13_21_350_tr.jpg,0,pad_PAT_13,pad_crop,smartphone,1.0,0.0,0.0048
healthy/healthy_pad_PAT_1400_1372_276_tl.jpg,0,pad_PAT_1400,pad_crop,smartphone,1.0,0.0,0.0058
healthy/healthy_pad_PAT_1402_1376_507_tr.jpg,0,pad_PAT_1402,pad_crop,smartphone,1.0,0.0,0.0078
healthy/healthy_pad_PAT_1403_1392_848_br.jpg,0,pad_PAT_1403,pad_crop,smartphone,1.0,0.0,0.0026
healthy/healthy_pad_PAT_1404_1393_369_br.jpg,0,pad_PAT_1404,pad_crop,smartphone,1.0,0.0,0.0134
healthy/healthy_pad_PAT_1404_1393_540_tl.jpg,0,pad_PAT_1404,pad_crop,smartphone,1.0,0.0,0.0027
healthy/healthy_pad_PAT_1406_1396_511_bl.jpg,0,pad_PAT_1406,pad_crop,smartphone,1.0,0.0,0.0111
healthy/healthy_pad_PAT_1406_1397_669_bl.jpg,0,pad_PAT_1406,pad_crop,smartphone,1.0,0.0,0.013
healthy/healthy_pad_PAT_1407_1402_347_tl.jpg,0,pad_PAT_1407,pad_crop,smartphone,1.0,0.0,0.0072
healthy/healthy_pad_PAT_1407_1402_500_tl.jpg,0,pad_PAT_1407,pad_crop,smartphone,1.0,0.0,0.0013
healthy/healthy_pad_PAT_1407_1402_734_tr.jpg,0,pad_PAT_1407,pad_crop,smartphone,1.0,0.0,0.0044
healthy/healthy_pad_PAT_1412_1421_512_tr.jpg,0,pad_PAT_1412,pad_crop,smartphone,1.0,0.0,0.0064
healthy/healthy_pad_PAT_1414_1426_124_tr.jpg,0,pad_PAT_1414,pad_crop,smartphone,1.0,0.0,0.0066
healthy/healthy_pad_PAT_1414_1429_53_tl.jpg,0,pad_PAT_1414,pad_crop,smartphone,1.0,0.0,0.001
healthy/healthy_pad_PAT_1414_1429_59_tl.jpg,0,pad_PAT_1414,pad_crop,smartphone,0.999,0.0,0.0006
healthy/healthy_pad_PAT_1414_1431_754_br.jpg,0,pad_PAT_1414,pad_crop,smartphone,1.0,0.0,0.0052
healthy/healthy_pad_PAT_1414_1433_806_bl.jpg,0,pad_PAT_1414,pad_crop,smartphone,1.0,0.0,0.0133
healthy/healthy_pad_PAT_1415_1437_743_tr.jpg,0,pad_PAT_1415,pad_crop,smartphone,1.0,0.0,0.0
healthy/healthy_pad_PAT_1415_1439_295_tr.jpg,0,pad_PAT_1415,pad_crop,smartphone,1.0,0.0,0.0105
healthy/healthy_pad_PAT_1415_1440_629_tr.jpg,0,pad_PAT_1415,pad_crop,smartphone,0.999,0.0,0.0138
healthy/healthy_pad_PAT_1418_1447_334_tr.jpg,0,pad_PAT_1418,pad_crop,smartphone,1.0,0.0,0.0103
healthy/healthy_pad_PAT_1418_1447_360_tr.jpg,0,pad_PAT_1418,pad_crop,smartphone,1.0,0.0,0.0063
healthy/healthy_pad_PAT_141_209_438_tr.jpg,0,pad_PAT_141,pad_crop,smartphone,1.0,0.0,0.0117
healthy/healthy_pad_PAT_1420_1460_733_br.jpg,0,pad_PAT_1420,pad_crop,smartphone,1.0,0.0,0.0028
healthy/healthy_pad_PAT_1420_1460_951_tr.jpg,0,pad_PAT_1420,pad_crop,smartphone,1.0,0.0,0.0077
healthy/healthy_pad_PAT_1421_1464_297_bl.jpg,0,pad_PAT_1421,pad_crop,smartphone,0.926,0.0,0.0026
healthy/healthy_pad_PAT_1423_1472_18_tr.jpg,0,pad_PAT_1423,pad_crop,smartphone,0.987,0.0,0.0055
healthy/healthy_pad_PAT_1428_1489_38_tr.jpg,0,pad_PAT_1428,pad_crop,smartphone,1.0,0.0,0.0075
healthy/healthy_pad_PAT_1428_1489_454_tr.jpg,0,pad_PAT_1428,pad_crop,smartphone,1.0,0.0,0.0031
healthy/healthy_pad_PAT_1429_1491_451_tr.jpg,0,pad_PAT_1429,pad_crop,smartphone,1.0,0.0,0.0064
healthy/healthy_pad_PAT_1431_1495_931_tr.jpg,0,pad_PAT_1431,pad_crop,smartphone,1.0,0.0,0.0118
healthy/healthy_pad_PAT_1432_1497_328_tr.jpg,0,pad_PAT_1432,pad_crop,smartphone,1.0,0.0,0.0042
healthy/healthy_pad_PAT_1433_1499_29_tr.jpg,0,pad_PAT_1433,pad_crop,smartphone,1.0,0.0,0.0007
healthy/healthy_pad_PAT_1439_1521_868_tr.jpg,0,pad_PAT_1439,pad_crop,smartphone,1.0,0.0,0.0138
healthy/healthy_pad_PAT_1439_1522_211_br.jpg,0,pad_PAT_1439,pad_crop,smartphone,1.0,0.0,0.0007
healthy/healthy_pad_PAT_1439_1522_320_br.jpg,0,pad_PAT_1439,pad_crop,smartphone,1.0,0.0,0.0
healthy/healthy_pad_PAT_143_213_489_tr.jpg,0,pad_PAT_143,pad_crop,smartphone,0.991,0.0,0.0132
healthy/healthy_pad_PAT_1441_1531_670_tl.jpg,0,pad_PAT_1441,pad_crop,smartphone,1.0,0.0,0.0013
healthy/healthy_pad_PAT_1443_1536_166_tl.jpg,0,pad_PAT_1443,pad_crop,smartphone,1.0,0.0,0.0121
healthy/healthy_pad_PAT_1448_1551_366_tr.jpg,0,pad_PAT_1448,pad_crop,smartphone,1.0,0.0,0.0028
healthy/healthy_pad_PAT_1451_1560_616_tl.jpg,0,pad_PAT_1451,pad_crop,smartphone,1.0,0.0,0.0078
healthy/healthy_pad_PAT_1451_1561_100_tl.jpg,0,pad_PAT_1451,pad_crop,smartphone,1.0,0.0,0.0036
healthy/healthy_pad_PAT_1452_1564_377_bl.jpg,0,pad_PAT_1452,pad_crop,smartphone,1.0,0.0,0.0063
healthy/healthy_pad_PAT_1452_1564_509_tr.jpg,0,pad_PAT_1452,pad_crop,smartphone,1.0,0.0,0.011
healthy/healthy_pad_PAT_1453_1565_529_tr.jpg,0,pad_PAT_1453,pad_crop,smartphone,1.0,0.0,0.0035
healthy/healthy_pad_PAT_1453_1566_310_tr.jpg,0,pad_PAT_1453,pad_crop,smartphone,1.0,0.0,0.0029
healthy/healthy_pad_PAT_1453_1567_250_tr.jpg,0,pad_PAT_1453,pad_crop,smartphone,1.0,0.0,0.0145
healthy/healthy_pad_PAT_1455_1585_690_bl.jpg,0,pad_PAT_1455,pad_crop,smartphone,1.0,0.0,0.0031
healthy/healthy_pad_PAT_145_216_158_tl.jpg,0,pad_PAT_145,pad_crop,smartphone,1.0,0.0,0.007
healthy/healthy_pad_PAT_145_216_924_br.jpg,0,pad_PAT_145,pad_crop,smartphone,0.901,0.0,0.0077
healthy/healthy_pad_PAT_1460_1598_708_br.jpg,0,pad_PAT_1460,pad_crop,smartphone,1.0,0.0,0.0149
healthy/healthy_pad_PAT_1464_1612_284_tr.jpg,0,pad_PAT_1464,pad_crop,smartphone,1.0,0.0,0.0111
healthy/healthy_pad_PAT_1475_1651_727_tr.jpg,0,pad_PAT_1475,pad_crop,smartphone,1.0,0.0,0.0068
healthy/healthy_pad_PAT_1476_1657_788_bl.jpg,0,pad_PAT_1476,pad_crop,smartphone,0.958,0.0,0.0054
healthy/healthy_pad_PAT_1477_1660_226_tr.jpg,0,pad_PAT_1477,pad_crop,smartphone,0.983,0.0,0.003
healthy/healthy_pad_PAT_1480_1673_701_br.jpg,0,pad_PAT_1480,pad_crop,smartphone,1.0,0.0,0.0126
healthy/healthy_pad_PAT_1481_1674_735_tr.jpg,0,pad_PAT_1481,pad_crop,smartphone,1.0,0.0,0.0069
